NETWORK DATA - Epoca 10000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,00468893588169604 - Tempo Execucao 1,4533138 [s].
NETWORK DATA - Epoca 20000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0016891032013785973 - Tempo Execucao 2,8738911 [s].
NETWORK DATA - Epoca 30000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0009769172879916296 - Tempo Execucao 4,2926539 [s].
NETWORK DATA - Epoca 40000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0006726783651675539 - Tempo Execucao 5,7060878 [s].
NETWORK DATA - Epoca 50000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0005071626819591454 - Tempo Execucao 7,1120963 [s].
NETWORK DATA - Epoca 60000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0004042008467618573 - Tempo Execucao 8,5190967 [s].
NETWORK DATA - Epoca 70000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0003344310204880579 - Tempo Execucao 9,9333489 [s].
NETWORK DATA - Epoca 80000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0002842582259665854 - Tempo Execucao 11,3391087 [s].
NETWORK DATA - Epoca 90000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0002465654598833248 - Tempo Execucao 12,7642911 [s].
NETWORK DATA - Epoca 100000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0002172830947168814 - Tempo Execucao 14,1700692 [s].
NETWORK DATA - Epoca 110000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0001939234816119221 - Tempo Execucao 15,5864243 [s].
NETWORK DATA - Epoca 120000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0001748837884292657 - Tempo Execucao 17,0012745 [s].
NETWORK DATA - Epoca 130000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,00015908684762388868 - Tempo Execucao 18,4119843 [s].
NETWORK DATA - Epoca 140000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,00014578299051579908 - Tempo Execucao 19,822748 [s].
NETWORK DATA - Epoca 150000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,00013443504912746378 - Tempo Execucao 21,2353454 [s].
NETWORK DATA - Epoca 160000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0001246485094784688 - Tempo Execucao 22,6440015 [s].
NETWORK DATA - Epoca 170000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,00011612732553284888 - Tempo Execucao 24,0539593 [s].
NETWORK DATA - Epoca 180000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,0001086451649314054 - Tempo Execucao 25,4510611 [s].
NETWORK DATA - Epoca 190000 - Neuronios 250 - Iteracoes 1000000 - Erro 0,00010202614143625214 - Tempo Execucao 26,8725464 [s].
NETWORK DATA - Epoca 200000 - Neuronios 250 - Iteracoes 1000000 - Erro 9,613161936354277E-05 - Tempo Execucao 28,2782286 [s].
NETWORK DATA - Epoca 210000 - Neuronios 250 - Iteracoes 1000000 - Erro 9,08508353096822E-05 - Tempo Execucao 29,688505 [s].
NETWORK DATA - Epoca 220000 - Neuronios 250 - Iteracoes 1000000 - Erro 8,609431982890427E-05 - Tempo Execucao 31,0996668 [s].
NETWORK DATA - Epoca 230000 - Neuronios 250 - Iteracoes 1000000 - Erro 8,178904377522016E-05 - Tempo Execucao 32,5143696 [s].
NETWORK DATA - Epoca 240000 - Neuronios 250 - Iteracoes 1000000 - Erro 7,787479072172884E-05 - Tempo Execucao 33,9389701 [s].
NETWORK DATA - Epoca 250000 - Neuronios 250 - Iteracoes 1000000 - Erro 7,430151750276021E-05 - Tempo Execucao 35,3499234 [s].
NETWORK DATA - Epoca 260000 - Neuronios 250 - Iteracoes 1000000 - Erro 7,102729594006866E-05 - Tempo Execucao 36,7582709 [s].
NETWORK DATA - Epoca 270000 - Neuronios 250 - Iteracoes 1000000 - Erro 6,801673183144742E-05 - Tempo Execucao 38,1663644 [s].
NETWORK DATA - Epoca 280000 - Neuronios 250 - Iteracoes 1000000 - Erro 6,523975515724394E-05 - Tempo Execucao 39,5758333 [s].
NETWORK DATA - Epoca 290000 - Neuronios 250 - Iteracoes 1000000 - Erro 6,267065969961058E-05 - Tempo Execucao 40,9904918 [s].
